date,Product,net_value_usd,de_orders_index_lag_1,de_orders_index_lag_2,de_orders_index_lag_3,de_orders_index_lag_4,de_orders_index_lag_5,de_orders_index_lag_6,de_production_index_diff_lag_1,de_production_index_diff_lag_2,de_production_index_diff_lag_3,de_production_index_diff_lag_4,de_production_index_diff_lag_5,de_production_index_diff_lag_6,us_durable_goods_orders_musd_diff_lag_1,us_durable_goods_orders_musd_diff_lag_2,us_durable_goods_orders_musd_diff_lag_3,us_durable_goods_orders_musd_diff_lag_4,us_durable_goods_orders_musd_diff_lag_5,us_durable_goods_orders_musd_diff_lag_6,us_production_index_diff_lag_1,us_production_index_diff_lag_2,us_production_index_diff_lag_3,us_production_index_diff_lag_4,us_production_index_diff_lag_5,us_production_index_diff_lag_6,month,quarter,year,is_q4,revenue_lag_1,revenue_lag_2,revenue_lag_3,revenue_rolling_3m_mean,revenue_rolling_3m_std,revenue_rolling_6m_mean,revenue_rolling_6m_std
2025-12-01,Accessories,3117.85,94.9,89.2,81.1,82.5,79.0,80.2,0.20000000000000284,1.7000000000000028,0.6999999999999886,-2.5999999999999943,1.0,-0.09999999999999432,16735.0,-6577.0,2009.0,9106.0,-8729.0,-32308.0,0.12049999999999272,-0.44889999999999475,0.0811999999999955,-0.2693000000000012,0.41550000000000864,0.512999999999991,12,4,2025,1,2052.76,22277.41,16100.52,13476.896666666666,10364.442409123285,6460.915,10676.512039033623
2023-04-01,Compressors,2034605.0,86.9,91.7,86.9,93.0,89.2,90.6,-2.5,2.0,2.200000000000003,-2.700000000000003,0.3999999999999915,-0.7999999999999972,8577.0,-8181.0,-4484.0,14263.0,-7976.0,4641.0,0.37890000000000157,0.1366000000000014,0.738599999999991,-1.1888000000000005,-0.29769999999999186,-0.03889999999999816,4,2,2023,0,2387947.0,1923706.0,1699102.0,2003585.0,351300.93863666244,1956126.5,488393.0218767463
2023-05-01,Compressors,2240657.0,86.3,86.9,91.7,86.9,93.0,89.2,-0.3999999999999915,-2.5,2.0,2.200000000000003,-2.700000000000003,0.3999999999999915,898.0,8577.0,-8181.0,-4484.0,14263.0,-7976.0,0.2325000000000017,0.37890000000000157,0.1366000000000014,0.738599999999991,-1.1888000000000005,-0.29769999999999186,5,2,2023,0,2034605.0,2387947.0,1923706.0,2115419.3333333335,242442.04229946053,1903018.5,452584.88243985793
2023-06-01,Compressors,2501235.0,92.1,86.3,86.9,91.7,86.9,93.0,1.5,-0.3999999999999915,-2.5,2.0,2.200000000000003,-2.700000000000003,-461.0,898.0,8577.0,-8181.0,-4484.0,14263.0,-0.32439999999999714,0.2325000000000017,0.37890000000000157,0.1366000000000014,0.738599999999991,-1.1888000000000005,6,2,2023,0,2240657.0,2034605.0,2387947.0,2221069.6666666665,177483.49208118874,1901426.5,451133.83505862206
2023-07-01,Compressors,1797922.0,92.9,92.1,86.3,86.9,91.7,86.9,-2.4000000000000057,1.5,-0.3999999999999915,-2.5,2.0,2.200000000000003,14264.0,-461.0,898.0,8577.0,-8181.0,-4484.0,-0.8089999999999975,-0.32439999999999714,0.2325000000000017,0.37890000000000157,0.1366000000000014,0.738599999999991,7,3,2023,0,2501235.0,2240657.0,2034605.0,2258832.3333333335,233845.3469311146,2131208.6666666665,301303.4328703653
2023-08-01,Compressors,1586807.0,84.0,92.9,92.1,86.3,86.9,91.7,-0.5,-2.4000000000000057,1.5,-0.3999999999999915,-2.5,2.0,-10693.0,14264.0,-461.0,898.0,8577.0,-8181.0,0.7870999999999952,-0.8089999999999975,-0.32439999999999714,0.2325000000000017,0.37890000000000157,0.1366000000000014,8,3,2023,0,1797922.0,2501235.0,2240657.0,2179938.0,355566.29721192643,2147678.6666666665,274464.9553940661
2023-09-01,Compressors,2384622.0,86.4,84.0,92.9,92.1,86.3,86.9,-0.29999999999999716,-0.5,-2.4000000000000057,1.5,-0.3999999999999915,-2.5,-4150.0,-10693.0,14264.0,-461.0,898.0,8577.0,-0.06740000000000634,0.7870999999999952,-0.8089999999999975,-0.32439999999999714,0.2325000000000017,0.37890000000000157,9,3,2023,0,1586807.0,1797922.0,2501235.0,1961988.0,478782.70756471565,2091528.8333333333,352746.79503939743
2023-10-01,Compressors,2614906.6,82.4,86.4,84.0,92.9,92.1,86.3,-0.7000000000000028,-0.29999999999999716,-0.5,-2.4000000000000057,1.5,-0.3999999999999915,9101.0,-4150.0,-10693.0,14264.0,-461.0,898.0,0.18180000000000973,-0.06740000000000634,0.7870999999999952,-0.8089999999999975,-0.32439999999999714,0.2325000000000017,10,4,2023,1,2384622.0,1586807.0,1797922.0,1923117.0,413379.4075362245,2090974.6666666667,352190.1586544784
2023-11-01,Compressors,2491132.0,84.0,82.4,86.4,84.0,92.9,92.1,-0.5,-0.7000000000000028,-0.29999999999999716,-0.5,-2.4000000000000057,1.5,-12253.0,9101.0,-4150.0,-10693.0,14264.0,-461.0,-0.5521999999999991,0.18180000000000973,-0.06740000000000634,0.7870999999999952,-0.8089999999999975,-0.32439999999999714,11,4,2023,1,2614906.6,2384622.0,1586807.0,2195445.1999999997,539525.803946132,2187691.6,408752.16930340574
2023-12-01,Compressors,1247625.0,83.1,84.0,82.4,86.4,84.0,92.9,-0.29999999999999716,-0.5,-0.7000000000000028,-0.29999999999999716,-0.5,-2.4000000000000057,12594.0,-12253.0,9101.0,-4150.0,-10693.0,14264.0,0.394999999999996,-0.5521999999999991,0.18180000000000973,-0.06740000000000634,0.7870999999999952,-0.8089999999999975,12,4,2023,1,2491132.0,2614906.6,2384622.0,2496886.8666666667,115250.11113683635,2229437.433333333,427599.376683838
2024-01-01,Compressors,1905803.0,91.7,83.1,84.0,82.4,86.4,84.0,-1.7000000000000028,-0.29999999999999716,-0.5,-0.7000000000000028,-0.29999999999999716,-0.5,5754.0,12594.0,-12253.0,9101.0,-4150.0,-10693.0,-0.26080000000000325,0.394999999999996,-0.5521999999999991,0.18180000000000973,-0.06740000000000634,0.7870999999999952,1,1,2024,0,1247625.0,2491132.0,2614906.6,2117887.8666666667,756206.4074876999,2020502.4333333333,555403.4328943302
2024-02-01,Compressors,2147324.0,81.2,91.7,83.1,84.0,82.4,86.4,0.7999999999999972,-1.7000000000000028,-0.29999999999999716,-0.5,-0.7000000000000028,-0.29999999999999716,-23710.0,5754.0,12594.0,-12253.0,9101.0,-4150.0,-1.3807999999999936,-0.26080000000000325,0.394999999999996,-0.5521999999999991,0.18180000000000973,-0.06740000000000634,2,1,2024,0,1905803.0,1247625.0,2491132.0,1881520.0,622109.0441626771,2038482.5999999999,548459.489606662
2024-03-01,Compressors,2674673.0,81.8,81.2,91.7,83.1,84.0,82.4,1.5,0.7999999999999972,-1.7000000000000028,-0.29999999999999716,-0.5,-0.7000000000000028,2009.0,-23710.0,5754.0,12594.0,-12253.0,9101.0,1.0626999999999924,-1.3807999999999936,-0.26080000000000325,0.394999999999996,-0.5521999999999991,0.18180000000000973,3,1,2024,0,2147324.0,1905803.0,1247625.0,1766917.3333333333,465651.6873740856,2131902.1,501898.6837072001
2024-04-01,Compressors,2280771.0,79.5,81.8,81.2,91.7,83.1,84.0,-1.3999999999999915,1.5,0.7999999999999972,-1.7000000000000028,-0.29999999999999716,-0.5,4800.0,2009.0,-23710.0,5754.0,12594.0,-12253.0,0.17249999999999943,1.0626999999999924,-1.3807999999999936,-0.26080000000000325,0.394999999999996,-0.5521999999999991,4,2,2024,0,2674673.0,2147324.0,1905803.0,2242600.0,393190.03847630706,2180243.933333333,543364.1041632643
2024-05-01,Compressors,2541064.0,79.2,79.5,81.8,81.2,91.7,83.1,0.0,-1.3999999999999915,1.5,0.7999999999999972,-1.7000000000000028,-0.29999999999999716,-451.0,4800.0,2009.0,-23710.0,5754.0,12594.0,-0.21410000000000196,0.17249999999999943,1.0626999999999924,-1.3807999999999936,-0.26080000000000325,0.394999999999996,5,2,2024,0,2280771.0,2674673.0,2147324.0,2367589.3333333335,274184.80848204036,2124554.6666666665,505725.03186481365
2024-06-01,Compressors,2795728.0,79.5,79.2,79.5,81.8,81.2,91.7,-2.1000000000000085,0.0,-1.3999999999999915,1.5,0.7999999999999972,-1.7000000000000028,-143.0,-451.0,4800.0,2009.0,-23710.0,5754.0,0.6196000000000055,-0.21410000000000196,0.17249999999999943,1.0626999999999924,-1.3807999999999936,-0.26080000000000325,6,2,2024,0,2541064.0,2280771.0,2674673.0,2498836.0,200317.49646249026,2132876.6666666665,513317.5603092756
2024-07-01,Compressors,2035324.0,87.5,79.5,79.2,79.5,81.8,81.2,1.5,-2.1000000000000085,0.0,-1.3999999999999915,1.5,0.7999999999999972,-5701.0,-143.0,-451.0,4800.0,2009.0,-23710.0,0.03100000000000591,0.6196000000000055,-0.21410000000000196,0.17249999999999943,1.0626999999999924,-1.3807999999999936,7,3,2024,0,2795728.0,2541064.0,2280771.0,2539187.6666666665,257483.6275034457,2390893.8333333335,338744.39201463765
2024-08-01,Compressors,1775997.0,88.7,87.5,79.5,79.2,79.5,81.8,-2.0999999999999943,1.5,-2.1000000000000085,0.0,-1.3999999999999915,1.5,12106.0,-5701.0,-143.0,-451.0,4800.0,2009.0,-0.9183000000000021,0.03100000000000591,0.6196000000000055,-0.21410000000000196,0.17249999999999943,1.0626999999999924,8,3,2024,0,2035324.0,2795728.0,2541064.0,2457372.0,387048.8650700321,2412480.6666666665,303993.30820244463
2024-09-01,Compressors,2671915.0,79.6,88.7,87.5,79.5,79.2,79.5,2.0,-2.0999999999999943,1.5,-2.1000000000000085,0.0,-1.3999999999999915,-3308.0,12106.0,-5701.0,-143.0,-451.0,4800.0,0.4551999999999907,-0.9183000000000021,0.03100000000000591,0.6196000000000055,-0.21410000000000196,0.17249999999999943,9,3,2024,0,1775997.0,2035324.0,2795728.0,2202349.6666666665,529986.7999151801,2350592.8333333335,393416.42917571013
2024-10-01,Compressors,2926322.0,84.0,79.6,88.7,87.5,79.5,79.2,-1.6000000000000085,2.0,-2.0999999999999943,1.5,-2.1000000000000085,0.0,2543.0,-3308.0,12106.0,-5701.0,-143.0,-451.0,-0.6224999999999881,0.4551999999999907,-0.9183000000000021,0.03100000000000591,0.6196000000000055,-0.21410000000000196,10,4,2024,1,2671915.0,1775997.0,2035324.0,2161078.6666666665,461007.53011456673,2350133.1666666665,392963.3943081296
2024-11-01,Compressors,2797719.0,78.8,84.0,79.6,88.7,87.5,79.5,-0.3999999999999915,-1.6000000000000085,2.0,-2.0999999999999943,1.5,-2.1000000000000085,797.0,2543.0,-3308.0,12106.0,-5701.0,-143.0,-0.3389000000000095,-0.6224999999999881,0.4551999999999907,-0.9183000000000021,0.03100000000000591,0.6196000000000055,11,4,2024,1,2926322.0,2671915.0,1775997.0,2458078.0,604240.5136475043,2457725.0,453834.2411550716
2024-12-01,Compressors,1396633.0,81.6,78.8,84.0,79.6,88.7,87.5,0.8999999999999915,-0.3999999999999915,-1.6000000000000085,2.0,-2.0999999999999943,1.5,-4926.0,797.0,2543.0,-3308.0,12106.0,-5701.0,-0.1769999999999925,-0.3389000000000095,-0.6224999999999881,0.4551999999999907,-0.9183000000000021,0.03100000000000591,12,4,2024,1,2797719.0,2926322.0,2671915.0,2798652.0,127206.06620362024,2500500.8333333335,474868.29581155046
2025-01-01,Compressors,2032588.0,93.3,81.6,78.8,84.0,79.6,88.7,-0.8999999999999915,0.8999999999999915,-0.3999999999999915,-1.6000000000000085,2.0,-2.0999999999999943,2219.0,-4926.0,797.0,2543.0,-3308.0,12106.0,1.03479999999999,-0.1769999999999925,-0.3389000000000095,-0.6224999999999881,0.4551999999999907,-0.9183000000000021,1,1,2025,0,1396633.0,2797719.0,2926322.0,2373558.0,848481.8941032271,2267318.3333333335,621710.5653802796
2025-02-01,Compressors,2337865.0,81.6,93.3,81.6,78.8,84.0,79.6,0.8999999999999915,-0.8999999999999915,0.8999999999999915,-0.3999999999999915,-1.6000000000000085,2.0,636.0,2219.0,-4926.0,797.0,2543.0,-3308.0,-0.26259999999999195,1.03479999999999,-0.1769999999999925,-0.3389000000000095,-0.6224999999999881,0.4551999999999907,2,1,2025,0,2032588.0,1396633.0,2797719.0,2075646.6666666667,701534.7685113925,2266862.3333333335,621915.725255333
2025-03-01,Compressors,2882851.0,80.8,81.6,93.3,81.6,78.8,84.0,-1.0,0.8999999999999915,-0.8999999999999915,0.8999999999999915,-0.3999999999999915,-1.6000000000000085,2790.0,636.0,2219.0,-4926.0,797.0,2543.0,1.0345999999999975,-0.26259999999999195,1.03479999999999,-0.1769999999999925,-0.3389000000000095,-0.6224999999999881,3,1,2025,0,2337865.0,2032588.0,1396633.0,1922362.0,480199.6957131478,2360507.0,573650.1561464093
2025-04-01,Compressors,2474705.0,82.5,80.8,81.6,93.3,81.6,78.8,2.200000000000003,-1.0,0.8999999999999915,-0.8999999999999915,0.8999999999999915,-0.3999999999999915,22230.0,2790.0,636.0,2219.0,-4926.0,797.0,-0.05889999999999418,1.0345999999999975,-0.26259999999999195,1.03479999999999,-0.1769999999999925,-0.3389000000000095,4,2,2025,0,2882851.0,2337865.0,2032588.0,2417768.0,430726.3160627636,2395663.0,602299.7848397422
2025-05-01,Compressors,2743975.0,84.3,82.5,80.8,81.6,93.3,81.6,-1.5999999999999943,2.200000000000003,-1.0,0.8999999999999915,-0.8999999999999915,0.8999999999999915,-20986.0,22230.0,2790.0,636.0,2219.0,-4926.0,0.08749999999999147,-0.05889999999999418,1.0345999999999975,-0.26259999999999195,1.03479999999999,-0.1769999999999925,5,2,2025,0,2474705.0,2882851.0,2337865.0,2565140.3333333335,283524.8616706004,2320393.5,548540.0316825564
2025-06-01,Compressors,3017656.0,78.4,84.3,82.5,80.8,81.6,93.3,-0.10000000000000853,-1.5999999999999943,2.200000000000003,-1.0,0.8999999999999915,-0.8999999999999915,48840.0,-20986.0,22230.0,2790.0,636.0,2219.0,-0.162399999999991,0.08749999999999147,-0.05889999999999418,1.0345999999999975,-0.26259999999999195,1.03479999999999,6,2,2025,0,2743975.0,2474705.0,2882851.0,2700510.3333333335,207515.4747611201,2311436.1666666665,539551.8664708395
2025-07-01,Compressors,2193802.0,80.2,78.4,84.3,82.5,80.8,81.6,-0.09999999999999432,-0.10000000000000853,-1.5999999999999943,2.200000000000003,-1.0,0.8999999999999915,-32308.0,48840.0,-20986.0,22230.0,2790.0,636.0,0.512999999999991,-0.162399999999991,0.08749999999999147,-0.05889999999999418,1.0345999999999975,-0.26259999999999195,7,3,2025,0,3017656.0,2743975.0,2474705.0,2745445.3333333335,271478.4862753089,2581606.6666666665,368648.913707698
2025-08-01,Compressors,1920864.0,79.0,80.2,78.4,84.3,82.5,80.8,1.0,-0.09999999999999432,-0.10000000000000853,-1.5999999999999943,2.200000000000003,-1.0,-8729.0,-32308.0,48840.0,-20986.0,22230.0,2790.0,0.41550000000000864,0.512999999999991,-0.162399999999991,0.08749999999999147,-0.05889999999999418,1.0345999999999975,8,3,2025,0,2193802.0,3017656.0,2743975.0,2651811.0,419588.4954345146,2608475.6666666665,323774.43137571204
2025-09-01,Compressors,2866466.0,82.5,79.0,80.2,78.4,84.3,82.5,-2.5999999999999943,1.0,-0.09999999999999432,-0.10000000000000853,-1.5999999999999943,2.200000000000003,9106.0,-8729.0,-32308.0,48840.0,-20986.0,22230.0,-0.2693000000000012,0.41550000000000864,0.512999999999991,-0.162399999999991,0.08749999999999147,-0.05889999999999418,9,3,2025,0,1920864.0,2193802.0,3017656.0,2377440.6666666665,570990.8429540119,2538975.5,423024.21781394415
2025-10-01,Compressors,3143402.0,81.1,82.5,79.0,80.2,78.4,84.3,0.6999999999999886,-2.5999999999999943,1.0,-0.09999999999999432,-0.10000000000000853,-1.5999999999999943,2009.0,9106.0,-8729.0,-32308.0,48840.0,-20986.0,0.0811999999999955,-0.2693000000000012,0.41550000000000864,0.512999999999991,-0.162399999999991,0.08749999999999147,10,4,2025,1,2866466.0,1920864.0,2193802.0,2327044.0,486678.3933194482,2536244.6666666665,420405.1302425625
2025-11-01,Compressors,3027858.0,89.2,81.1,82.5,79.0,80.2,78.4,1.7000000000000028,0.6999999999999886,-2.5999999999999943,1.0,-0.09999999999999432,-0.10000000000000853,-6577.0,2009.0,9106.0,-8729.0,-32308.0,48840.0,-0.44889999999999475,0.0811999999999955,-0.2693000000000012,0.41550000000000864,0.512999999999991,-0.162399999999991,11,4,2025,1,3143402.0,2866466.0,1920864.0,2643577.3333333335,641022.0812556561,2647694.1666666665,484567.70800721506
2025-12-01,Compressors,1506434.0,94.9,89.2,81.1,82.5,79.0,80.2,0.20000000000000284,1.7000000000000028,0.6999999999999886,-2.5999999999999943,1.0,-0.09999999999999432,16735.0,-6577.0,2009.0,9106.0,-8729.0,-32308.0,0.12049999999999272,-0.44889999999999475,0.0811999999999955,-0.2693000000000012,0.41550000000000864,0.512999999999991,12,4,2025,1,3027858.0,3143402.0,2866466.0,3012575.3333333335,139099.09039721568,2695008.0,509087.8640423467
